現存する『ルースカヤ・プラウダ』の諸本は系統に分類される。すなわち、ヶ条（条ともみなされる）からなり、「簡素本」と呼ばれる写本群と、このヶ条を修正し且つ新たな条項を追加した、ヶ条からなる「拡大本」と呼ばれる写本群の系統である。さらに、「拡大本」と他の史料とを底本として編纂された「簡略本」が存在したと想定されている。,Japanese
番組スポンサーであるmu-mo本社において、濱口、tko、インディーズ芸人がそれぞれ様々な企画をプレゼンテーションした結果、「世界一いらない着ボイス」と「濱口優撮りおろしデジタル写真集」のそれぞれの企画が採用。着ボイスは芸人達がそれぞれの決め台詞などをレコーディングし、携帯の番組公式サイトにおいて配信。一方、デジタル写真集のモデル候補となったのは、w∞アンナ、牧野ステテコ、魔女っこ、美留香、アイヴィ、☆ぴょんぴょん☆、satomi。この中から、携帯の番組公式サイトによるダウンロード数で写真集モデルが決まることとなった。そのダウンロード数の結果に応じて、魔女っこページ、w∞アンナページ、☆ぴょんぴょん☆ページ、アイヴィページ、美留香ページ、牧野ステテコsatomi二人でページ、と配分が決まった。なお、この写真集はmu-moで配信が行われている。,Japanese
"his book  the year china discovered the world is a work of sheer fiction presented as revisionist history not a single document or artifact has been found to support his new claims on the supposed ming naval expeditions beyond africamenzies numerous claims and the hundreds of pieces of ""evidence"" he has assembled have been thoroughly and entirely discredited by historians maritime experts and oceanographers from china the us europe and elsewhere",Japanese
地元ノースカロライナのファイエットビル州立大学ではアメリカンフットボールの選手として活躍し、オール・アメリカンに度選ばれている。卒業後はnflのグリーンベイ・パッカーズにドラフト指名されるが、トレーニングキャンプで膝を故障し、プロレスラーに転向。黒人レスラーのソニー・キングのトレーニングを受け、年にテネシーのnwaミッドアメリカ地区にて、リロイ・ロチェスター（leroy rochester）のリングネームでデビューする。ジプシー・ジョーとタッグを組むなど、当時はヒールのポジションで活動していた。,Japanese
記憶喪失者が保護された場合、警察が身元を調べて家族の元へ返すのが普通であるが、ごくまれに記憶喪失者の身元が全く判明しない場合がある。このような場合には取りあえずは生活保護を受けるなどして治療を行うが、長期間に渡って記憶が回復せず、身元も不明な場合には家庭裁判所に就籍許可申立を行い、仮名での戸籍を作ることができる。なお、本来は記憶喪失者を想定した制度ではなく捨て子や迷子などの身元不明者のための制度である。,Japanese
第条 - 第条：「ウラジーミル・モノマフの法規」 - 第条（「ヤロスラフの子らの法典の改定法典」を全条とした場合には第条）に、「ウラジーミル・フセヴォロドヴィチ（＝ウラジーミル・モノマフ）のウスタフ（法規）。之はスヴャトポルクの死後、ベレストヴォに自身のドルジーナ、即ちキエフのトィシャツキー・ラチボルru、ベルゴロドのトィシャツキー・プロコピー（名中略）らを招集し決議したものである（以下、徴収に関する条文。後略。）」とあり、この部分の通称はこれに基づく。ウラジーミル・モノマフがキエフ大公位にあった（スヴャトポルクの死後にキエフ大公位に就いた。）時期（年 - 年）に編入された。なお一説には、ウラジーミル・モノマフによる法規と言えるものは、モノマフの名が言及されるこの第条のみであるとみなす説がある。,Japanese
「『好奇心にあふれているけれど、とりあえず無垢な女の子』でいてくれたのは、この二作ぐらいまで。」「この後、どんどん大胆な役にチャレンジ」しはじめる。 年『フォート・サガン』でジェラール・ドパルデュー、カトリーヌ・ドヌーブと共演。 年『狂気の愛』は後にパートナーとなるアンジェイ・ズラウスキーとの初の作品。 年『デサント・オ・ザンファー 地獄に堕ちて』で『ラ・ブーム』の父親役と歳の離れた夫婦を演じる。 年に『ラ・ブーム』と同じ監督で『スチューデント』、また『ソフィー・マルソーの愛、革命に生きて』でカブールにおける国際ロマンチック映画祭最優秀ロマンチック女優賞を受賞。,Japanese
クラクフ、パリ、ブレスラウ（現在のポーランド領ドルヌィ・シロンスク県ヴロツワフ）で教育を受けた。年にガリツィア王国議会議員となり、年に終身の帝国貴族院議員となった。クラクフ政界における保守派の若手指導者であり、特に東ガリツィアの保守派閥（podolacy）に支持基盤を持っていた。ポトツキは経済関係の活動に熱心で、年のガリツィア全国ストライキの主導者であったほか、クラクフ農業経営者協会の会長やクラクフの勧業銀行の社長を務めた。ルドルフ皇太子の友人の人でもあった。,Japanese
東京都立大学法学部法律学科卒業。東京大学大学院法学政治学研究科修士課程修了。年埼玉県入庁（県民部県民総務課調査係）、北埼玉郡大利根町企画財政課長（県派遣）、総合政策部計画調整課主査（計画フレーム担当）、健康福祉部社会福祉課地域福祉担当主査、県立精神医療センター・精神保健福祉センター総務職員担当主幹、年城西大学経営学部マネジメント総合学科助教授。,Japanese
刑法上の犯罪に対しては、クニャージ・スード（直訳：クニャージの裁判・法廷）と呼ばれる、クニャージの代理人により執行される裁判の実施が規定されていた。事件の解決のために、この裁判で対決できる権利、当事者には平等に事件の経過について述べることができる権利が規定されていた。また、支払い無能力者から負債分を回収する手順に関する規定があった。,Japanese
タロット占い師をしている濱口優の弟・濱口善幸がイツザイsの番組自体やレギュラーメンバーの年を占うという企画。スタート以来レギュラーで放送中。月日以降は毎週、ゲストの占いを放送するようになった（以下はこのコーナーのゲスト一覧）。月日からの『めちゃイケてるッ コラボsp』（後述）ではこのコーナーをメインに放送していた。また、ほぼこのコーナーのみを分間放送することもあった。,Japanese
貸切車同様ベース車は観光バスであるが、列シート（昼行：列、一部は列独立）であることと、トイレならびにサービススペース（湯茶コーナー）を備えていることが、貸切車との大きな違いである。また、年（平成年）以降に導入された車両はリアスポイラーを、年（平成年）以降に導入された車両は車間距離警報装置（トラフィックアイ）を、更に年（平成年）以降に導入された車両は側面及び後面の字幕式行先表示器を装備し、外観上も貸切用、空港連絡用との差別化を図っている。また、全車ともetcを装備している。ただし、車両によっては列シートであったり、トイレの設置がない車両もある。なお、コスト削減により年（平成年）月末をもって湯茶サービスは全路線とも廃止となった。,Japanese
プラモデルや関連グッズ、同時期にメディアミックスで展開された『機動戦士ガンダムseed astray』や『ガンダムseed msv』も人気を博した。年に東京アニメアワードでアニメーションオブザイヤーとテレビ部門の優秀作品賞の冠を受賞している。また、角川書店の『月刊ニュータイプ』年月号で応募・集計された「最新最強ベストアニメ」では、『機動戦士ガンダムseed destiny』と共に第位に選ばれた。一方、一部に性的・残虐な描写があり、ベッドシーンを匂わせるシーンについてbpoに一度回答を求められたことがある。放送前は吉野弘幸の弁によると「ガンダムは終わったコンテンツ扱い」されていたようで、∀ガンダムまでのコミカライズを担当していたコミックボンボンから断られたが番組の好評を受け急遽連載開始された経緯をもつ。,Japanese
『ストラスブール・ゴシック大聖堂建築工匠ハンス・ハンマー・フォン・ヴェルドの画譜』そのノルマンディー地方におけるレイヨナンとフランボワイアンの様式、そのシャンパーニュ地方におけるレイヨナンとフランボワイアンの様式―日本建築学会東北支部研究報告集計画系第号 平成二十五年六月、pp-。,Japanese
従来のガンダム作品の版権管理は創通とサンライズが共同で管理されていたが、本作より製作局である毎日放送もそれに加わり、著作権表示は「©創通・サンライズ・毎日放送」「© sunrise inc」だった。年以降は毎日放送が外され、seedシリーズの版権管理は従来通り社での管理に戻る。,Japanese
中期朝鮮語の合成語の特徴としては、用言語根に直接他の語根が付く合成語が広く見られることである。例：or or n bir-（乞う）＋ meg-（食う）。中には用言語根に体言語根が付いた例も見られる。例：bsusdor（砥石）＜ bsuc-（擦る）＋ dor（石）。,Japanese
年月日、後楽園ホールにてマーク・ブリーランドが持つwba世界王座に、世界位の指名挑戦者として再挑戦。r終盤にブリーランドの左アッパーにより古傷の右瞼をカットして大流血、これが響いてr秒tko負け。この試合を最後に現役引退、現在は美容室経営者の夫人の故郷・福岡県でサラリーマン生活を送っている。,Japanese
玉川良一 浪曲師。コメディアン。東けんじと「wコント」を結成。大阪に移り、三波伸介を加え「おとぼけガイズ」と改称。東京逆進出を巡り意見が対立して解散。「玉川良一とその一党」としてコント活動をする一方、ハンナ・バーベラ・プロダクション制作のアニメ作品などに登場する声優としても活躍した。,Japanese
また、ニュータウンの交通機関として新線建設を目的とした会社に相次いで出資した。北総開発鉄道（年（昭和年）。現：北総鉄道）、千葉急行電鉄（年。年解散、現京成千原線を経営）、遅れて東葉高速鉄道（年（昭和年））がそれである。そして、成田空港へのアクセスを目指して年（昭和年）月に新線免許を申請した。しかし、運輸省と新東京国際空港公団（ともに当時）が空港ターミナルビル地下への乗り入れを拒否した（当時予定されていた成田新幹線との兼ね合いもあった）。結局、第・第ターミナルビルの中間に駅を設置（空港通勤者の交通機関という位置付けとされた）することとなり、年（昭和年）月に着工、突貫工事により年月には建設工事を終了し、年月には習熟運転も始まった。しかし、反対運動による開港の延期（さらには初代ae車への放火）で年あまり営業できない期間が続いた。都心側でも、京成上野駅の改良工事が年月から年月まで行われた。,Japanese
読み方：エイティ ツーライト サーティ フォーライトショート イントゥ フォーレフトオープン キンクスワンサーティ エイトライトベリーロングフラット フォーティー コーションバンプ キープライト ファイブレフト アンド シックスライトオーバークレスト フィフティ ツーライトカット トウェンティオーバーブリッジ ファイブレフトタイトゥンフォー,Japanese
さがみ三太・良太 浪曲漫才。共に先々代の相模太郎門下。三太は相模五郎の名で浪曲漫談を展開。良太は浅草・東洋劇場に入りコメディアンに転身。みなみ良雄として活躍したが、コントコンビ解散直後、三太と再会し漫才コンビを結成。年コンビ解散。現在、三太は再度一人で浪曲漫談を、良太は娘と親子漫才を行っている。また、三太は相模太郎の名跡を預かる。良太の弟子に酒井くにお・とおるがいる。,Japanese
昭和六三年（一九八八）春三月、西園寺家の発祥地である北山殿の址、すなわち現鹿苑寺（金閣寺）の傍に、国際社会に活躍しうる人材を養成するため、新に学舎を建設し、『西園寺記念館』と名付けることにした。ここに掲げる『禮記』から引用された墨蹟は、学祖が大正四年（一九一五）須磨逗留の折に作られており、学を志す人々に学問の深さを諭したものである。,Japanese
リオ・グランデ平原の西端に位置するラレドは、エドワーズ台地の南、東は海岸平原、西はメキシコ山脈となっている。この地域には下藪、草地、オークおよびメスキートで覆われた幾つかの丘と平地がある。毎年開催されるコーラ・ブランカ・コンテストにはアメリカ合衆国やメキシコ中から多くの狩猟者が集まる。,Japanese
レッキ中、ドライバーは法定速度内で運転しながらコース上の注意すべき点を読み上げていき、それを隣に座るコ・ドライバーがノートに書き留めておく（目安となる目標物なども書いておく）。回目以上のレッキが許されている場合、今度はコ・ドライバーがノートを読み上げ、ドライバーが訂正箇所をチェックしてノートを修正する。本番のssアタック時にはコ・ドライバーがノートを読み上げ、ドライバーはその情報を頼りに全開走行することとなる。ペースノートの正確度は競技の成績を左右するだけではなく、乗員（クルー）の安全にも大きく関わる。,Japanese
スビアーコの修道院群の中心となるサンタ・スコラスティカ修道院 abbey of saint scholastica subiaco は、サクロ・スペコからマイル半ほどの場所に位置し、もともとは年にベネディクトゥスによって建設された修道院である。年にロンバルド人によって破壊され、およそ世紀にわたって放置されたが、世紀初頭にヨハネス世（在位：年 - 年）の命によって再建された。この際、ベネディクトゥスと彼の妹スコラスティカに奉献された。年、サラセン人によって修道院は破壊されたが、年の文書に再建が記録されている。この年に教皇レオ世（在位：年 - 年）は、ベネディクトゥスとスコラスティカに捧げられた祭壇を（シルウェステル世に捧げられた祭壇とともに）聖別したと言われている。さらに年にはハンガリー人による破壊を受けたが、すぐに再建された。ベネディクトゥス世（在位：年 - 年）は新しい教会を聖別し、修道院は聖スコラスティカに奉献されるものとなった。,Japanese
花岡駅には当時を偲べる物はほとんど残されていない。徳和駅の紀勢本線を乗り越えていたガードは架け替えられ、三重県道号が通っている。県道が尽きる豊原琵琶垣内交差点付近からしばらくは小さな橋台がいくつか残っている。漕代駅跡付近からの線路跡は、現在は三重県道号が通っている。伊勢有田駅 - 川端駅間の参宮線を乗り越えていたガードは、当時のまま道路橋に転用されている。この付近にも小規模な橋台がいくつか残っている。宮川を渡る鉄橋のトラスの一部は豊橋駅を跨ぐ陸橋に転用されて現存しているが、宮川橋梁自体を偲べる構造物は大神宮前方にある橋台のみである。宮川堤駅から大神宮前駅までの路盤は線路に転用されている。この区間にあった第トンネル、第トンネルは自動車用に改良され、それぞれ秋葉山トンネル、天神丘トンネルと名を変えている。山田西口駅跡には、跡地の敷地にある民家が「伊勢電山田西口駅記念室」として、壁には駅名標が再現され、伊勢電の資料室を設けている。大神宮前駅跡には伊勢市の設置した駅名標形の記念碑が建てられている。,Japanese
マキとは面識はなかったが、彼女について「藤女一の美少女」という噂はナギにも伝わっていた。その後、塾でマキと対面するが、この時これまでの人生はその可愛らしい童顔のせいでほとんど男扱いされていなかった自分を「男」として扱ってくれたマキに好印象を持つようになった。ただし同時に異性に免疫のないマキのキョドった行動を見せられたため「すごくかわいいけど、すごく変」という印象に落ち着く（この際、若干引いていた）。それ以降はマキがナギを「リコが好きな人」「（どちらかといえば）同性の友達みたい」と認識したことから互いに普通に会話できるようになった模様。,Japanese
年（大正年）月初旬、ホフマンより「スグコイ ホフマン」という電報を受け、帰京する準備をしていたところ、萩へ赴任中だった司祭のエメ・ヴィリヨンが尋ねてきた。ヴィリヨンは、若きホイヴェルスに萩・津和野の教会を任せようと思い期待していたが、電報の内容を見るや落胆し、「イエズス会は駄目だ」と烈火のごとく怒った。ホイヴェルス自身も、出来るなら岡山に残り、布教活動をしたかった。,Japanese
寳晃院（ほうこういん）は東京都西東京市住吉町にある真言宗智山派の寺。山号は金輪山と号し、本尊には不動明王を祀る。宝晃院と記されることもある。 本山は練馬区石神井台の三宝寺。如意輪寺、寶樹院、東禅寺と合わせて保谷四軒寺と呼ばれる（以前は当寺、如意輪寺、寶樹院、西光寺（現総持寺）だったが、西光寺移転後は東禅寺となる）。また、多摩八十八ヶ所霊場の三十六番札所である。,Japanese
リヴォルヴァーカノンとは、強引な簡略化をすれば、大口径の弾薬を使用する全自動射撃機構を持つ回転式拳銃である。回転式拳銃とは“弾薬自体は外部の弾倉に装弾し、発砲時のみシリンダーに装填する”という点で異なるが、「単一の銃身に回転する複数の薬室を持つ」という火器としての機構は同一である。,Japanese
路線が大神宮前駅まで達すると、桑名駅 - 大神宮前駅間を途中駅のみ停車し分で走破する特急「はつひ」「かみち」が、新造されたモハニ形により運転を開始。伊勢電が参急に吸収されたのちには、関急名古屋駅 - 大神宮前駅間を特急が分で走破した。戦後は線内運転のみとなった。,Japanese
乳幼児（赤ちゃん）向けのからサイズまでの服を指すが、最近は大柄の赤ちゃんも増えており、サイズやそれ以上のサイズを展開する例も見られる。からサイズは新生児用の赤ちゃんに着せるものであり、産着とも呼ばれる。サイズ以上は歩けるように設計されている服が多い。いずれもおむつの着用を前提に作られており、上のシャツ部分と下のブルマ部分が一体型ロンパース型になっていたり、ズボンやオーバーオールの股下にホックを取り付けていたりして、用を足したおむつをすぐ交換できるように、下半身をオープンにできる服が多い。,Japanese
特権階級に従属する人々。クニャージのコルムレニエru（寄食地、扶養地）や村等の所領に住み、労働に従事した。『ルースカヤ・プラウダ』中最も低い位置づけにあり、これらの人々の殺人に対してはグリヴナの罰金と規定された。この中にもさらに社会的地位の格差が存在した。（なお、社会的位置づけや用法は、キエフ・ルーシ期以降の歴史において変動するものがある。詳しくは各頁を参照されたし。）,Japanese
第条 - 第条：「ヤロスラフの法典」 - ヴァシリー・タチーシチェフによって発見された「簡素本」は、『ノヴゴロド第一年代期ru』（新輯本）の年の頁に記載されたものである。年の頁は、「ノヴゴロド公ヤロスラフが兄弟のスヴャトポルクをリューベチ近郊で破った後、キエフ大公位に就くと、この戦いでヤロスラフを支援したノヴゴロドの人々に金銭を与えて賞し、また「グラーモタru」（特許状）を与えた」という主旨の記述があり、この次に「簡素本」中の第条 - 第条（「ヤロスラフの法典」）が記載されている。この年を、『ルースカヤ・プラウダ』の原型が成立したとみなす説が、研究史上根強い。また、ヤロスラフがノヴゴロドの人々に法文を与えた背景については以下の考察がある。すなわち、ヤロスラフはスヴャトポルクとの戦いに際しヴァリャーグを傭兵に雇い入れていたが、彼らはノヴゴロドの人々に乱暴を働き、治安の乱れの元ともなっていた（これにより一時ヤロスラフとノヴゴロドの人々との間にも摩擦が生じていた）。そのような状況の元、年のスヴャトポルクとの戦いに臨み、ノヴゴロドのヴェーチェ（民会）は、ノヴゴロド兵の出兵の見返りとして、刑法の布告の約束をヤロスラフに求めていた、という経緯によるものだという指摘である。,Japanese
大阪市生まれ。年東京大学文学部中国文学科卒、年大阪市立大学大学院博士課程満期退学。年大阪市立大学講師、年助教授、年教授。年「魯迅のリアリズム 「孔子」と「阿q」の死闘」で大阪市大文学博士。年定年退官、名誉教授、関西外国語大学教授、同孔子学院理事。年退職。,Japanese
長崎県営バスの車両は、年（昭和年）度の購入車から、屋根を灰色に塗り、前面及び側面の上半分をカーキ色、下半分を緑色とした長崎電気軌道の旧型車に似たツートンカラーを採用していた。その後、長距離路線車や貸切車が別のデザインに移行する一方で、市内路線車にはこの塗色が年（昭和年）まで長期にわたって使用され、県営バスが「青バス」の愛称で呼ばれることとなるきっかけとなった。車体前面にはメーカーエンブレム（スリーダイヤfusoエンブレムなど）が、側面には旧長崎県章がペイント描きで掲出されていた。,Japanese
棄教とは、主に政治的な弾圧により自分が信仰していた宗教に対する信仰を放棄するよう、その時代の権力者などにより外発的に動機づけられることにより、自らの信仰を放棄することである。具体的には、日本におけるキリシタンは、豊臣秀吉や徳川家康らが政権を担うようになった後に、キリスト教への信仰を放棄するよう激しい弾圧が加えられた。当時のキリシタンの中には、幕府による過酷な弾圧や拷問に耐えかねて棄教した者もいれば、最後の最後までキリスト教への信仰を守り通して殉教した者もいる。,Japanese
小規模なネットワークでは、手動でルーティングテーブルを構成してもよい 静的ルーティング。ネットワークが大規模になると複雑なトポロジーを持ち、しかも間断なく変更される。そのためルーティングテーブルの構築は大きな問題となりがちである。それでもなお、公衆交換電話網は、ルーティングテーブルをあらかじめ計算し用意した上で、最も短い経路が使えなくなった場合に備えて予備回線も用意する方法をとっている。動的ルーティングは自動的にルーティングテーブルを構築する方法によって、この問題を解決しようというものである。ルーティングテーブルの構築はルーティング・プロトコルによって伝えられる情報に基づいて行われる。この手法によって、通信の断絶が起きないように、自律的といっていいほどのルーティング能力が得られる。だが、プロトコルの構成には技術が要求され、現時点ではルーティングが完全に自動的に行われるというわけではない。,Japanese
京成高砂 - 空港第ビル間では、経由路線と運賃が種類（成田スカイアクセス経由と、京成本線経由）存在することになる。そのため、空港第ビル駅と成田空港駅のホームを京成本線専用ホームと成田スカイアクセス専用ホームに分け、両駅の京成本線コンコースに中間改札を設置してルートの特定と運賃の算定を行っている。,Japanese
松阪市立第五小学校（まつさかしりつ だいごしょうがっこう）は三重県松阪市の市立小学校。年（明治年）月に田原学校として創立した。旧神戸村に位置するこの学校は、神戸尋常高等小学校を名乗っていたことがある。付近の人口増加に伴い児童数が増えたため、年（昭和年）に松阪市立徳和小学校を分離した。校舎は久保町だが運動場は垣鼻町。,Japanese
主砲は、ddkと同じく式口径インチ連装速射砲を基搭載した。砲射撃指揮装置（gfcs）としては、番艦「みねぐも」（ddk）においては、前方の第方位盤としてはmk、後方の第方位盤としてはmkと、ddkの構成が踏襲され、番艦「なつぐも」（ddk）以降では第方位盤を国産のfcs-bに更新した。アスロックと同様、dashにおいても、対潜攻撃中は第方位盤を使って追尾してやる必要があるため、対空射撃は手動のmkのみとなり、やまぐも型と同様に経空脅威対処能力の低下が課題とされた。アスロックよりもdashのほうが攻撃所要時間が長いため、この課題は、本型において特に重大であった。なお番艦「むらくも」（ddk）は、年（昭和年）に第方位盤をfcs-実験機に、年（昭和年）にはアスロックへの換装工事と同時に後部口径インチ連装速射砲を口径ミリ速射砲に換装し、次世代砲熕兵器システムの試験に従事した。この砲熕兵器システムはポスト次防艦（はつゆき型など）以降で広く採用されることになったが、試験の終了後もこれらの装備は残され、fcs-実験機は、のちに実用機の-型に再換装された。,Japanese
常に冷静沈着だがお金に目がなく、ゲーム機の名前を呟きながら生徒会費を数える所を目撃したマキに「金銭管理を任せたらマズい」と誤解され生徒会を出入禁止処分にされた。エノに付き合わされる形で生徒会の秘密を暴こうとしたが、それは卑怯だと諌めエノを制止した。しかし手違いで『恋愛研究』は暴露され、リコの嘘により『恋愛研究』をしていた人間はマキではなくエノだということになりエノが責められる事となる。中傷はエノだけには収まらずマキも協力していたはずだとマキにも話が及んだ為リコが『恋愛研究』の弁護をし始めた際にはフォローをさりげない形で行い、結果的に恋愛研究はバレずに済んだ（恋愛研究は生徒の依頼のためということになり、趣味でしているのではないという意味）。エノが副会長として復職したついでに、自らも会計に復帰する。数字を「円」のつもりで計算するため、数学の成績は学年一である。身長は生徒会で一番高いが、バストに関してはスズに「胸がない同志」扱いされている（一応気にはしているらしく、スズにこのネタを振られると問い質すことがある）。,Japanese
ラレドでは非農業雇用数が年月の人から年月の人まで増加した。北アメリカ自由貿易協定によって国際貿易が拡大したために、全体として州内のどこよりも高い雇用機会成長率 - を記録した。年の雇用機会成長率は  だった。年月時点で、失業率は、人であり、テキサス州全体のより高い。年代半ばの失業率が以上だったことと比較すると大きく改善されたことになる。,Japanese
イチバンコンichibanconは、ノースカロライナ州のシャーロット市およびその周辺で毎年開催されているアメリカ合衆国のアニメコンベンションであり、日本のポップカルチャーの喧伝も行なっている。最初のイチバンコンのイベントは、年月〜日の週末にシャーロットのおよそマイル北東に位置するコンコード市のグレィト・ウルフ・ロッジにて開催され、現在では新年に催される最初のカロライナのアニメコンベンションとしての周知を得ている。,Japanese
